word,sopmi
真,-9.547916249535179
不足,-9.595499790346807
量,-9.647668985318948
给,-9.688440370273721
死,-9.712330345036449
送,-9.715443353800598
定,-9.814673936712854
没见,-9.815111314985703
套餐,-9.835903329904738
很,-9.841871868410479
成,-9.848640628875383
在,-9.863826600018736
最,-9.869481001704786
远,-9.882255346478763
鸡块,-9.934392969813944
还少,-9.984810464507284
和,-9.985123403104392
一,-9.996719604045552
不会,-10.003508838700704
太多,-10.009580466208158
贵,-10.039813897009362
后来,-10.063186305938865
一半,-10.08827442315758
饼,-10.120946992659182
字,-10.128928477776096
并且,-10.148712090614705
简直,-10.18715694364198
服务态度,-10.214881199213538
还是,-10.24207100084401
一味,-10.253430284713001
非常,-10.267006141712038
事情,-10.280999038416955
竟然,-10.287715439471604
人员,-10.289501353273401
钱,-10.294991769649304
这是,-10.30696441131538
好,-10.328775631331272
啦,-10.330133731149978
来,-10.35901986023988
知道,-10.38732106478636
你们,-10.396095828925024
硬,-10.420773802640674
以后,-10.462927654148686
凉皮,-10.469495410625914
服,-10.49638799713123
起来,-10.514557302032275
不想,-10.519355470535098
将近,-10.532134911588377
3,-10.53975462957481
卷饼,-10.539775433762692
怎么,-10.564678716641072
很多,-10.58182425254597
一份,-10.590698804082988
5,-10.60157023382328
图片,-10.64297337219755
们,-10.648148806660018
味道,-10.669337607444216
其他,-10.68746328038414
饭菜,-10.730252253033719
店家,-10.778898098646048
找,-10.829261246769791
中午,-10.840793884602412
但是,-10.887838630464799
感觉,-10.953598680026655
另,-11.003288020984245
什么,-11.006461667757375
不少,-11.0752032031066
俩,-11.171215521424815
可能,-11.187889634025478
到,-11.262198430636086
配送,-11.276651157951733
垃圾,-11.326513509336824
吗,-11.34985779493444
新鲜,-11.353466755002565
快递,-11.370000154523634
送来,-11.385724305219078
他家,-11.388595281656965
能,-11.39772392958163
不算,-11.400053974354785
～,-11.45621472481066
11,-11.50203456027237
牛肉,-11.544222478974163
那个,-11.589439053767176
酱,-11.61044933912374
料,-11.613395669220079
分量,-11.614092975583189
不过,-11.630167676258157
粥,-11.641684896488112
一个多,-11.692063104677406
1,-11.697664643299266
家,-11.70850877075465
拌,-11.74343458791154
上,-11.768697106060987
等,-11.776627102164365
餐厅,-11.784017977025497
没有,-11.785263834117508
基本,-11.793591847118476
个,-11.799851954942874
根本,-11.806641744897007
两个,-11.806730085519938
叫,-11.841856006666623
坑爹,-11.911183212493814
别,-11.940503333115442
一碗,-11.962298966383825
客服,-11.975448411812753
订餐,-11.998084827370334
菜品,-12.019084984144573
恶心,-12.029130474862034
宫保鸡,-12.051916593052464
想,-12.14816888851589
全是,-12.156964291239216
凉,-12.18465212405253
小,-12.197427375647738
不定,-12.216280077938494
时间,-12.23386731582464
店里,-12.234586588083168
呀,-12.263678128154236
打电话,-12.269666609088492
千万,-12.269783324507861
明明,-12.271579445276135
已经,-12.313507381961312
炒饭,-12.336299783739802
下咽,-12.368283171383542
第二次,-12.369959737074998
2,-12.436165253849676
服务,-12.467581383812878
卷,-12.477219209316662
米饭,-12.54036295824416
不脆,-12.542658369797593
自己,-12.543982813897838
打开,-12.620422936114043
放在,-12.663896868054895
三个,-12.667866786257308
啥,-12.672583770812222
坨,-12.677468927281645
有,-12.683726649355947
更,-12.698958815890714
退,-12.701867061251123
食物,-12.730853250768254
难以,-12.741070993085154
好多,-12.754930226749373
大,-12.767877628681983
一起,-12.771495235265593
刚好,-12.806111747876123
皮,-12.806664956260004
差评,-12.81331970290077
鸡翅,-12.834008901624705
失望,-12.846165394867782
一直,-12.846839022508
米,-12.847306940757349
才,-12.882915392182227
人,-12.883439532449753
不要,-12.88735546737097
居然,-12.89810411791224
由于,-12.916471061816676
30,-12.980648299443358
卖,-13.035153850196927
无语,-13.076694662066696
还有,-13.077443439104979
挺,-13.09132461550887
订,-13.114243351240372
价格,-13.199055476304347
绝对,-13.222706347097924
呢,-13.235900142389465
之前,-13.245998864842184
一块,-13.255831383881262
好久,-13.26937170693016
正,-13.271579445276133
买,-13.271732248244497
坑,-13.286692738844746
送过来,-13.292164880695832
花,-13.33432357670258
送到,-13.388929727327035
不仅,-13.392030350805703
态度,-13.393832006650193
菜量,-13.414347533481244
速度,-13.424695335449794
里面,-13.446162228970149
你,-13.464997504366846
小时,-13.472425759922952
时候,-13.474987451566257
但,-13.578850157323199
去,-13.593326042219708
要,-13.635242432175247
里,-13.659666041886435
连,-13.661820822357893
整个,-13.69209827635199
12,-13.72554296701437
餐,-13.738756910887354
一盒,-13.740253615150449
剩下,-13.785723723258315
省,-13.78914594208728
速度慢,-13.812898373639861
豆腐,-13.839655464765844
倒,-13.848310832316423
不好,-13.907851319032059
有些,-13.929247575390399
喝,-13.994194335677829
小炒,-14.00203090890156
应该,-14.025658459573295
辣,-14.070213572832834
送货,-14.071478205592191
会,-14.102597842614419
鸡肉,-14.110907629151367
让,-14.112390303939637
米线,-14.125523929683169
10,-14.127038047756338
没法,-14.149517660086115
剩,-14.15118934165715
一根,-14.207187491696594
不用,-14.250227409861829
干,-14.25583138388126
各种,-14.299250742973179
之后,-14.35193974004052
外,-14.361255904489573
所以,-14.363031211415475
百度,-14.36801106338418
土豆,-14.36950837821561
南瓜,-14.449295939202658
不如,-14.466691167385084
土豆丝,-14.518806323807588
每次,-14.526763884445154
石锅,-14.535119167275703
确实,-14.594121264037
电话,-14.598778427570885
无,-14.614092975583189
几个,-14.643898914360623
餐员,-14.648494817403805
像,-14.654037653717415
煮,-14.666070714657284
不吃,-14.671686263987175
评价,-14.683808330126334
不太好,-14.688790791157366
搞,-14.711723141814534
一个半,-14.777938252115433
受不了,-14.783308389941658
到处,-14.793179884999864
迟到,-14.85757737276311
极了,-14.865961539138114
关键,-14.885400158644778
分,-14.893750985316595
还行,-14.901108048769526
几天,-14.906200629810915
这家,-14.93233671965259
袋子,-14.963342432217578
18,-14.99343814705213
肯定,-15.000938134859013
只,-15.029850345421728
酱汁,-15.035794205143047
几乎,-15.060184209036066
差不多,-15.079253557016806
咋,-15.08364467445522
下次,-15.098396618639526
我们,-15.169888188711235
网上,-15.178223818871963
走,-15.203656761551292
包装,-15.243360984776903
你家,-15.251054811767025
还好,-15.298394266599384
他,-15.298563421650552
饺子,-15.30379343283674
汤,-15.372781077642603
最后,-15.44386222948156
一如既往,-15.444167974140873
下单,-15.453208368165498
本来,-15.469012084845453
过来,-15.514484204766688
办法,-15.537428866716985
两次,-15.548739277316189
提前,-15.576811927243154
后,-15.592620083549662
薯条,-15.611429448160758
不知,-15.661820822357887
然后,-15.687178778923254
太差,-15.73990135167882
不订,-15.77087177061839
那,-15.778762801184921
出餐,-15.78914594208728
员,-15.811940336507064
中,-15.835331257622004
不行,-15.869206835536456
一看,-15.926649465837222
晚,-15.959723291721264
至极,-16.034258439923814
鸡,-16.03605267756935
换,-16.076726628987764
催,-16.09693876121117
可乐,-16.11167503470918
其实,-16.13106163081865
经常,-16.19905547630435
TM,-16.26367812815423
猪肉,-16.278606712170102
被,-16.300107861364662
差劲,-16.31749231718086
相比,-16.37410844280844
形容,-16.392030350805705
块,-16.397860874361022
别人,-16.43247545204717
豆腐脑,-16.43864394278458
半小时,-16.463020676431636
改进,-16.470640185502074
觉得,-16.482339913689945
商家,-16.48551656739094
放,-16.485962068204707
送达,-16.494151952881538
送错,-16.5101475254718
便宜,-16.52277148387668
订单,-16.565610800164507
味,-16.576233623785832
熟,-16.606346765763625
十二点,-16.631213774202685
几次,-16.643898914360626
没人接,-16.692614318866827
块钱,-16.715334395366916
油,-16.72957019300313
少送,-16.766793303158636
20,-16.843592705402557
下,-16.893034748233838
把,-16.91242209757282
拿,-16.982823375082177
结果,-17.003640284455873
消费者,-17.02518020238179
从,-17.102779438281665
无法,-17.11542716957029
再订,-17.120983063653995
饭里,-17.13942252481981
看看,-17.140491583809737
冷,-17.151189341657158
完,-17.16738775100166
如果,-17.17367187238183
看,-17.184165279321896
备注,-17.286692617192887
4,-17.28814907920613
口味,-17.318647698932914
打,-17.33522320444456
太慢,-17.3536040583136
收到,-17.503992457487943
着,-17.513680452294338
原来,-17.523259093580826
多次,-17.55522333842927
不怎么样,-17.588250521705397
泡,-17.59000515556476
食欲,-17.594567766455178
越来越,-17.598481228273133
发票,-17.608025386527174
元,-17.62016218128951
分钟,-17.653451736501516
餐晚,-17.67811462969854
撒,-17.71293134277099
骗人,-17.73700831875211
酸,-17.785906396093203
醉,-17.79496656268435
变成,-17.85816019552552
语,-17.8813765915248
带,-17.884355919148163
星期,-18.02152245199635
两份,-18.065285239620557
跟进,-18.074548160949533
蘑菇,-18.094047539250493
出来,-18.1274515052578
选择,-18.16201100219987
饮料,-18.178470040884655
只有,-18.195739892252096
地方,-18.22248216155714
完全,-18.308478929799307
十点,-18.318442776609103
肘子,-18.32918764363515
小哥,-18.39731389937881
实体,-18.477396251220462
15,-18.4950072933784
问,-18.59889776590491
皮蛋,-18.763225051474034
两点,-18.772119444363128
行,-18.816935388265765
八宝菜,-18.848640628875387
嘛,-18.87582907731933
筷子,-18.999584282292822
种类,-19.000643722320433
师傅,-19.010718886044728
久,-19.029813872251744
.....,-19.05840973382463
要是,-19.063714619712535
方便面,-19.103330532997923
前,-19.145890750047094
挺好吃,-19.164976293387227
肥肉,-19.223825054481388
问题,-19.258278961916872
掉,-19.296940582285977
一大半,-19.344338632501714
40,-19.41878437021836
问能,-19.443649376061515
出,-19.496786882219638
浇,-19.6960365376958
同事,-19.753533555907627
北化北,-19.753861167759442
再也不会,-19.77114297179397
要命,-19.79914730420402
去年,-19.88190308300714
挺快,-19.97276194070458
我点,-19.994511865699582
路边,-20.1554681563331
糊弄,-20.24678332307904
面,-20.2513630119374
一下,-20.284574131374256
只能,-20.336680874676425
皮厚,-20.351388366308356
丁饭,-20.392961145099193
餐品,-20.398786416524096
千万别,-20.49156602435661
尼玛,-20.526111536253495
如此,-20.546848459857806
菜叶,-20.619220940644972
五块,-20.65599555093299
三根,-20.68358479664954
腻,-20.685145515710225
咸味,-20.75553122448391
锅煲,-20.815618153448476
北服,-20.823995840990957
可是,-20.878058175710482
0,-20.88388344713538
一分钟,-20.916901489285657
饿,-20.99790046394773
太太,-21.03425843992381
用石,-21.039444359993617
望,-21.071033050211838
一天,-21.128995944971912
希望,-21.155930050653517
差到,-21.35618653481118
写,-21.35939222742335
学子,-21.477396251220462
还贵,-21.48958566022838
简单,-21.526111536253485
多长时间,-21.550789509969142
那份,-21.594595006268854
售后,-21.615353566435648
水平,-21.67933983653061
干脆,-21.72310974679153
上当,-21.741864442262948
洒,-21.781354449603075
肉末,-21.959070943529596
点儿,-22.0185656303177
头,-22.1350193203068
干净,-22.28253480363619
体验,-22.29729284575761
秘制,-22.331416533110307
就算,-22.402031712922433
见,-22.43360312959654
其中,-22.456947415194165
肥肠,-22.461571284058778
一张,-22.515841104247727
酱汤,-22.64389891436062
很快,-22.71110726949093
中医,-22.713958445693063
上次,-22.776015256734304
不来,-22.778875510081527
辣椒,-22.78977296894581
土豆泥,-22.813823915802942
26,-22.822482902471233
裹,-22.825920552375305
三,-22.84864062887538
高峰期,-22.863981175009872
联系,-22.940792019842135
尝试,-23.055932482782183
一些,-23.082688845192052
没人,-23.093152128977383
圈,-23.13898003354453
一家,-23.14425432554674
丽华,-23.22886141508178
两样,-23.286045941182685
巨慢,-23.291000400533697
早上,-23.295448931125485
吐血,-23.329345749400915
既,-23.37494309428725
吐,-23.420979813209335
脾气,-23.420979813209343
粉条,-23.482962696145567
平时,-23.48540011233546
看起来,-23.501879909488196
只会,-23.503391459753402
香肠,-23.631496285501086
不爽,-23.643372234545787
不开,-23.70038967029145
夹生,-23.70603789981253
好意思,-23.713958445693066
没用,-23.713958445693073
虽然,-23.819517494578868
扔掉,-23.906406640379586
价钱,-23.906933320194423
盒饭,-24.111450849168392
差远了,-24.121075399091374
小菜,-24.1273678443153
煎,-24.2258574842245
品质,-24.251054811767027
不送,-24.25827896191688
没想到,-24.263678128154233
妈,-24.28710940171846
弄,-24.315214753754873
肉卷,-24.37915534557417
重要,-24.4661824204341
散,-24.54403344425075
很辣,-24.621178837860544
饭店,-24.77960820046503
另外,-24.8317458238002
人理,-24.87573704933411
胡萝卜,-24.91842895903225
凉面,-24.928277566493833
一坨,-24.936680663588476
无所谓,-24.939924549909335
星巴克,-24.941149035532334
茄子,-25.027965994699898
超慢,-25.041285706817785
奇葩,-25.07103305021183
十五,-25.093400863240294
海带丝,-25.100803604968885
臭味,-25.158379751753003
内容,-25.180313220403995
支付,-25.188490631760015
昨天,-25.191464726982776
嚼,-25.193913009360372
店面,-25.253117256801097
喜欢,-25.339160037087026
接电话,-25.392360147364666
盖饭,-25.404616940079414
外送,-25.451854834152762
沟通,-25.45694741519416
坐,-25.46200171152776
可怜,-25.50042605186104
汁,-25.51782159002783
特,-25.596500864144893
点餐,-25.631546799148996
海鲜,-25.639100745857807
些,-25.673616422120155
透,-25.678114629698538
芝士,-25.697261744527875
饭盒,-25.708462970827128
没吃过,-25.76426023613159
扁豆,-25.7664258655872
选,-25.778875510081527
失败,-25.983748917245258
整整,-25.984349914979788
配菜,-26.00760878342268
半才,-26.013166464080342
首先,-26.021591060235355
放盐,-26.043688759413712
之,-26.065270347361523
全部,-26.071033050211835
不买,-26.128995944971912
最近,-26.164321162887077
哦,-26.175867315372805
煎饼,-26.19043512258968
扣,-26.202890010820628
豆角,-26.223733450020003
下面,-26.354342620179054
第三次,-26.37786057766955
面条,-26.43360312959654
厚,-26.434227338694086
奥尔良,-26.464928773315307
丸子,-26.498345894346798
几根,-26.499764064248915
不敢,-26.50339145975341
冬天,-26.514263633944033
豆浆,-26.530902758897767
极差,-26.550789509969142
最差,-26.574404996742345
...,-26.585606223041598
就别,-26.650232848082673
这里,-26.669824683472882
不值,-26.67871562743308
认识,-26.706683781895308
馊,-26.714288242252028
一句,-26.71428824225203
闹肚子,-26.741864442262948
胃口,-26.758352565051517
并,-26.762016731044408
披萨,-26.778948607347104
不黑,-26.813823915802942
说实话,-26.84354142356247
这么久,-26.858218035161393
样子,-26.861163370635293
凉拌,-26.896333213281558
一颗,-26.908158527026487
开发票,-26.909865977676525
咖喱,-26.94550216812797
肉夹馍,-27.024074995884668
很差,-27.024720698301557
下去,-27.05218034792108
腥,-27.117148042662443
估计,-27.155251510643122
错误,-27.187889634025474
没熟,-27.193999997326976
烤肠,-27.232884751118466
所有,-27.253539388797442
理解,-27.26144208390455
淡,-27.264705231076306
太忙,-27.27325553444024
碎,-27.280999038416955
脏,-27.33389688578007
奶油,-27.33647050864155
蔬菜,-27.34414445372441
一层,-27.347896588585513
丁,-27.375736543465052
虾,-27.433603129596545
马,-27.451253836418232
想想,-27.50498582035602
东坡,-27.536289940274028
私自,-27.55060059471891
油腻,-27.55139050770368
拿到,-27.570505655611942
谁,-27.588210917919234
烤,-27.605931183634787
退款,-27.671266535994924
第一,-27.68034372808969
面都,-27.696036537695804
可惜,-27.714335257886813
7,-27.77147276835293
原因,-27.788110515321463
炒,-27.831429917942273
（,-27.856043492255843
幸好,-27.891299747989375
逼,-27.916466021798062
半,-28.00538403989021
酱油,-28.018565630317706
不在定,-28.036216337139393
骨头,-28.077459319371265
上楼,-28.088353960474556
漏,-28.093152128977387
50,-28.10061075318931
不饿,-28.103330532997923
北京,-28.10627586847183
!,-28.12107539909138
孩子,-28.12932574153087
扔,-28.16111167800497
付,-28.180313220403995
勺子,-28.195893495140467
彻底,-28.229776897773355
勉强,-28.251004298119117
哎,-28.251054811767037
换成,-28.253539388797435
贼,-28.305677012132612
准备,-28.375176123596216
炸薯条,-28.398786416524096
回来,-28.43300213186201
份量,-28.436901594644265
不让,-28.455970942625
玩意,-28.458927900974263
算了,-28.46335047299059
刚刚,-28.522391368313453
十一点,-28.526111536253495
再点,-28.531580654254675
推荐,-28.534495702628497
下雨,-28.54403344425075
真泥,-28.550789509969142
无法形容,-28.568711417966405
看量,-28.598095224747503
甜,-28.608950508639214
还特,-28.64389891436062
食材,-28.66574004757424
上面,-28.738636419408714
时,-28.773453132481166
说好,-28.78085599586162
蟹黄,-28.813823915802942
树根,-28.813823915802942
只是,-28.822326230659378
十分钟,-28.82894598229296
盒子,-28.884484444869916
飘香,-29.050554131976433
像是,-29.0597332825348
宇宙,-29.082757910981325
佐料,-29.10333053299793
大概,-29.11032796425737
锡纸,-29.112776246634958
咖啡,-29.1298372417318
严重,-29.136353008424837
现在,-29.16217623354401
一股,-29.169285665997627
好大,-29.170568723762756
想象,-29.175881372611475
更差,-29.206141338581695
不烂呼,-29.228861415081788
很慢,-29.237520401750082
越做越,-29.28835610186989
(,-29.298920946414217
坑害,-29.305677012132612
不了,-29.328998086367232
单点,-29.334246164329386
投诉,-29.38816297659638
多慢,-29.398786416524093
理由,-29.441496830549852
没什么,-29.494204960895672
告知,-29.51198877875212
是不是,-29.534364009979527
全,-29.545991341466316
一切都是,-29.55078950996915
无法忍受,-29.568711417966405
份,-29.586633325963675
做好,-29.608776209001007
尖椒,-29.620849041301575
真特,-29.64389891436062
绝,-29.64389891436062
哪,-29.647922250397315
剩饭,-29.673316461195714
关机,-29.689726818927767
”,-29.70603789981253
耽误,-29.72516041644265
外面,-29.758352565051513
卤蛋,-29.796797418078782
总,-29.80963459336912
人家,-29.838586964211466
光顾,-29.844767316868996
铁板,-29.858218035161393
老,-29.87613994315865
等到,-29.90188775478782
从前,-29.931611293910073
),-29.942461230331013
包菜,-29.944831730972755
买饭,-29.965827009247995
名不副实,-29.98374891724525
这种,-30.034166411938596
不敢恭维,-30.088689260863198
配不上,-30.135752010690304
宫保,-30.135752010690304
错觉,-30.135752010690304
点时,-30.135752010690304
十四分,-30.135752010690304
均,-30.135752010690307
发现,-30.136445900333563
南瓜子,-30.151693554559323
缺斤短两,-30.15367391868756
连锁店,-30.183057725468657
那种,-30.198474720332634
四包,-30.198487766038266
接单,-30.22773365287858
红烧,-30.269151136107496
哇塞,-30.27325553444024
或者,-30.28206671920473
不到,-30.282685734456955
“,-30.343638537371074
蒸蛋,-30.443180535882547
仿料,-30.451253836418232
必须,-30.468845947856526
每天,-30.480307846640365
下午,-30.481243824497493
早,-30.531491771771208
拍,-30.568711417966405
馆子,-30.568711417966405
发脾气,-30.568711417966412
软,-30.590904814651655
汤露,-30.64389891436063
鱼香肉丝,-30.645100909829697
补送,-30.655995550932992
缘故,-30.736656055280477
未,-30.782853496863364
道歉,-30.786872605061564
多难,-30.813823915802935
还给,-30.82400231982348
瘦肉粥,-30.825250115220072
出去,-30.85444343338762
不够,-30.856292104866892
烂成,-30.87271760485651
千岛,-30.901286757053278
没菜,-30.931611293910073
唉,-30.9346137820716
一分,-30.98374891724525
碗底,-30.98374891724525
三样,-30.983748917245254
红烧肉,-30.983748917245258
抵,-30.983748917245258
近,-31.00167082524252
太久,-31.003248417198073
意思,-31.020968682913626
只够,-31.036216337139386
算上,-31.061751429246527
冷天,-31.102137293086923
豆芽,-31.102920618222928
吵,-31.113031934190218
左右,-31.129372757165658
点米,-31.135752010690304
心情,-31.143997988147
-,-31.151363758000365
咸,-31.15334412212861
经历,-31.20806613776096
死不承认,-31.213754522691577
大哥,-31.22646014833898
算,-31.22946241281632
发财,-31.25122922811024
餐具,-31.26123321578757
差字,-31.27325553444024
跑,-31.291177442437494
糠,-31.305677012132612
铺层,-31.3092348315458
眉州,-31.310802040268253
到极点,-31.346648793188916
準備,-31.358144432026748
后悔,-31.398786416524096
分店,-31.398786416524096
气得,-31.40545014680511
上班,-31.40667080180954
顾客,-31.414774976027907
111,-31.451253836418232
烂,-31.474956311158028
八,-31.47560201357492
变小,-31.475602013574928
凉饭,-31.501879909488203
蓝莓,-31.516573794631228
生,-31.53376313389685
）,-31.55192929964648
不怎么,-31.562886146541516
不提也罢,-31.598095224747503
自行,-31.598095224747503
晚上,-31.624337795174544
吃饭,-31.643898914360626
装,-31.646208054340722
勾魂,-31.68418863538634
喷,-31.68418863538635
相信,-31.68418863538635
可有,-31.688293033719084
口感,-31.733998062934262
他们,-31.74290790809671
楼下,-31.807650672846954
蒜苔,-31.81382391580294
处理,-31.850268729531997
一口,-31.867919436353684
菜太咸,-31.890639512853774
等待,-31.893034748233845
对,-31.90875952476103
再见,-31.931611293910077
距离,-31.94808978503767
先,-31.950371337344443
取消,-31.995598156913832
能够,-32.10153629535238
纪录,-32.103330532997916
油乎乎,-32.103330532997916
慢来,-32.15959875264467
恶劣,-32.164064660967846
賣,-32.190793374248265
排骨汤,-32.22886141508178
还要,-32.2295053316472
过去,-32.2304895157384
单子,-32.23393078476018
送饭,-32.244903589860826
真想,-32.24800852991111
不热,-32.28775510413534
据说,-32.30567701213261
′,-32.30567701213261
那好,-32.323379013866074
這家外,-32.35814443202675
说谎,-32.37606634002401
绝不,-32.3987864165241
做菜,-32.3987864165241
‵,-32.425258627885285
路,-32.4357568979729
普通,-32.47259808271764
肉丝,-32.47917710653223
凑合,-32.517174792365765
现磨,-32.568711417966405
够,-32.585606223041594
太少,-32.60593118363478
要求,-32.630057943161
客户,-32.63529893401011
香菇,-32.69094186010248
韭菜,-32.69799443491138
13,-32.71753353865036
解释,-32.72656358710815
醋,-32.737055334386895
盒,-32.74778772050718
于,-32.791103839302856
裡拿著,-32.798717023412735
系统,-32.821692159136276
全无,-32.82923896818963
自个儿,-32.836191728831395
错,-32.841613361981416
很少,-32.85283085378513
一吃,-32.85411363682866
取,-32.85506547713393
忘,-32.8786171942011
很糟,-32.890639512853774
老板,-32.90263980364929
在手,-32.92930113322288
太长,-32.93464244852718
告诉,-32.94247139152964
是非,-33.036216337139386
方式,-33.036216337139386
给你个,-33.05328985049833
太特,-33.05893641363947
鸭卷,-33.11303193419022
口气,-33.11303193419022
三笑,-33.12569834602638
狗屁,-33.1357520106903
心服,-33.135752010690304
装菜,-33.135752010690304
春卷,-33.153673918687566
天气,-33.16266270191482
9,-33.16516955752539
给出,-33.21256760774113
本,-33.228861415081774
特少,-33.22886141508178
吓人,-33.22886141508178
半个,-33.288598746555095
体积,-33.29674388736261
汉堡,-33.31517406784233
避开,-33.323598920129875
见赖,-33.37521794538569
一问三不知,-33.393139853382955
活动,-33.395578868485025
价加,-33.428533759918146
购买,-33.45830260237257
京酱,-33.51592809221434
相较,-33.52959528770003
稀释,-33.53064337713289
脏脏,-33.53833776892289
软绵绵,-33.54599134146632
不然,-33.55663858566584
第一口,-33.56871141796641
爱,-33.623993853467596
毛血旺,-33.64389891436063
送晚,-33.64618725015284
未必,-33.655126169783884
比美,-33.68829303371908
发誓,-33.73896621596768
超小,-33.75242337113879
油大,-33.79110383930285
地址,-33.7914712768743
幸运,-33.85335227998958
人员素质,-33.8582180351614
现做,-33.89063951285377
时蔬,-33.89063951285377
格子,-33.91068545505553
33,-33.91068545505553
喽,-33.916917408767034
毛肚,-33.92930113322287
沙拉,-33.943378133923474
8,-33.95631955472582
送少,-33.961028840745165
很大,-33.974221573508885
苦苦,-33.98374891724525
不足以,-34.0281430366037
巨,-34.05893641363947
实体店,-34.06056451429608
单,-34.101404602703425
土豆饼,-34.103330532997916
饭凉,-34.15367391868756
买包,-34.15861296849911
放菜,-34.17528037487694
很难,-34.1952466974784
泡面,-34.25122922811024
牙碜,-34.25860875847583
能用,-34.25987332251948
五道口,-34.28775510413534
四季豆,-34.323598920129875
稍,-34.32359892012988
一长,-34.32392871668884
我要,-34.33684427388257
充饥,-34.33999708531649
果,-34.35007113149106
缺,-34.39104291254737
l,-34.398786416524096
嘴,-34.48624925777444
负责,-34.5033914597534
压,-34.51657379463123
确认,-34.55201471680121
刷新,-34.575467483684804
显示,-34.57593644333695
出乎意料,-34.632051012051164
大约,-34.643898914360626
绿豆沙,-34.64389891436063
期望,-34.64671392996768
得罪,-34.68418863538634
以来,-34.71166937180845
饭到,-34.71297100743474
再慢,-34.73863641940872
抽,-34.73863641940872
蒸,-34.765108630769916
惊人,-34.79110383930286
鱼块,-34.806080411826215
不香,-34.81382391580294
饿死,-34.820851182696906
保安,-34.8385018895186
十多分钟,-34.8385018895186
华而不实,-34.84172991237281
好好,-34.84553011498712
#,-34.86944529058465
韩餐,-34.872717604856504
肉酱,-34.87331860259104
插,-34.89063951285377
没货,-34.890639512853774
额,-34.89666288818866
羊肉串,-34.90856142085103
全肥,-34.95720712979276
核对,-34.96582700924799
半生不熟,-34.98374891724526
比较忙,-35.05328985049833
不像样,-35.060564514296075
物流,-35.06056451429608
加快,-35.06089431085504
协商,-35.103330532997916
蜂蜜,-35.135752010690304
骨肉相连,-35.179538807353666
即使,-35.180146130048755
三口,-35.19839783460498
快凉,-35.206141338581695
强烈推荐,-35.2061413385817
mini,-35.2061413385817
当,-35.2149628431212
吓,-35.28775510413535
有意思,-35.35814443202675
自欺欺人,-35.35814443202675
周六,-35.37606634002401
以外,-35.3987864165241
两颗,-35.44318053588255
进门,-35.451253836418225
烤鸭,-35.48162538890982
油菜,-35.49352392157219
包裝,-35.511225923305645
生产日期,-35.51657379463123
影子,-35.54632113802528
光彩,-35.55078950996915
不至于,-35.560967913989685
越,-35.73136175561097
沒有,-35.73194176683471
双拼,-35.78020919819957
22,-35.81382391580294
咱们,-35.828774257268904
这回,-35.8385018895186
催才,-35.8385018895186
送还,-35.8582180351614
胃疼,-35.891826427804205
儿童,-35.906581056722786
做出,-35.90889121740999
酸豆角,-35.93161129391008
头发,-35.940270280578375
强烈,-35.96582700924799
不带,-35.96582700924799
白粥,-35.98374891724525
猫,-36.02814303660371
超长,-36.06089431085505
一共,-36.12815400068024
查查,-36.13095384218748
热,-36.13522533087546
