word,so-pmi
额外,-11.129206725947613
达到,-11.129206725947613
理会,-11.129206725947613
四分之一,-11.129206725947613
很怪,-11.129206725947613
那女,-11.129206725947613
面太厚,-11.129206725947613
餐凉,-11.129206725947613
三十,-11.129206725947613
再见,-11.129206725947613
还凉,-11.129206725947613
眼看,-11.129206725947613
两张,-11.129206725947613
三碗,-11.129206725947613
奢望,-11.129206725947613
放到,-11.129206725947613
岁数,-11.129206725947613
光送,-11.129206725947613
从前,-11.129206725947613
全宇宙,-11.129206725947613
尊重,-11.129206725947613
收餐,-11.129206725947613
交代,-11.129206725947613
娘,-11.129206725947613
硬是,-11.129206725947613
楼底下,-11.129206725947613
横,-11.129206725947613
无与伦比,-11.129206725947613
大妈,-11.129206725947613
光是,-11.129206725947613
闹肚子,-11.129206725947613
泥马,-11.129206725947613
牙,-11.129206725947613
太酸,-11.129206725947613
接通,-11.129206725947613
装粥,-11.129206725947613
一点多,-11.129206725947613
理直气壮,-11.129206725947613
完毕,-11.129206725947613
尽然,-11.129206725947613
南门,-11.129206725947613
心酸,-11.129206725947613
太低,-11.129206725947613
屌,-11.129206725947613
人太多,-11.129206725947613
屎,-11.129206725947613
不妥,-11.129206725947613
晚来,-11.129206725947613
赖,-11.129206725947613
那头,-11.129206725947613
这款,-11.129206725947613
侮辱,-11.129206725947613
罐子,-11.129206725947613
平台,-11.129206725947613
+,-11.129206725947613
白水,-11.129206725947613
起送,-11.129206725947613
袋装,-11.129206725947613
十多分钟,-11.129206725947613
软塌塌,-11.129206725947613
囊,-11.129206725947613
馋嘴,-11.129206725947613
姜味,-11.129206725947613
松仁,-11.129206725947613
结算,-11.129206725947613
八点半,-11.129206725947613
定个,-11.129206725947613
颗,-11.129206725947613
玩意儿,-11.129206725947613
参考,-11.129206725947613
还收,-11.129206725947613
午餐时间,-11.129206725947613
一贯,-11.129206725947613
忠实,-11.129206725947613
粒,-11.129206725947613
一大块,-11.129206725947613
跪,-11.129206725947613
大葱,-11.129206725947613
85,-11.129206725947613
不断,-11.129206725947613
换个,-11.129206725947613
清炒,-11.129206725947613
怎么着,-11.129206725947613
时菜,-11.129206725947613
影子,-11.129206725947613
驼,-11.129206725947613
送回,-11.129206725947613
跳,-11.129206725947613
海藻,-11.129206725947613
活能,-11.129206725947613
看不懂,-11.129206725947613
忌口,-11.129206725947613
红,-11.129206725947613
超差,-11.129206725947613
识字,-11.129206725947613
转到,-11.129206725947613
前一天,-11.129206725947613
丝绒,-11.129206725947613
死难,-11.129206725947613
西瓜,-11.129206725947613
眼睛,-11.129206725947613
午餐肉,-11.129206725947613
压锅,-11.129206725947613
过会,-11.129206725947613
挨着,-11.129206725947613
弄翻,-11.129206725947613
陷,-11.129206725947613
发黑,-11.129206725947613
已凉,-11.129206725947613
容量,-11.129206725947613
苦瓜,-11.129206725947613
骚扰,-11.129206725947613
关门大吉,-11.129206725947613
翅膀,-11.129206725947613
十万八千里,-11.129206725947613
06,-11.129206725947613
浓缩,-11.129206725947613
巧克力,-11.129206725947613
骂,-11.129206725947613
张嘴,-11.129206725947613
代购,-11.129206725947613
奶泡,-11.129206725947613
无效,-11.129206725947613
热巧,-11.129206725947613
三颗,-11.129206725947613
软化,-11.129206725947613
佩服,-11.129206725947613
热过,-11.129206725947613
古老,-11.129206725947613
糟透了,-11.129206725947613
加菜,-11.129206725947613
写得,-11.129206725947613
十块,-11.129206725947613
多家,-11.129206725947613
结婚,-11.129206725947613
︿,-11.129206725947613
︶,-11.129206725947613
没满,-11.129206725947613
员才,-11.129206725947613
原本,-11.129206725947613
网站,-11.129206725947613
做不了,-11.129206725947613
吃饭时间,-11.129206725947613
办,-11.129206725947613
男同志,-11.129206725947613
偶然,-11.129206725947613
保鲜膜,-11.129206725947613
开过,-11.129206725947613
饭多,-11.129206725947613
店好,-11.129206725947613
辣子鸡丁,-11.129206725947613
天理,-11.129206725947613
荞麦,-11.129206725947613
推脱,-11.129206725947613
烤串,-11.129206725947613
岂,-11.129206725947613
补给,-11.129206725947613
134,-11.129206725947613
吃晚饭,-11.129206725947613
几把,-11.129206725947613
搓,-11.129206725947613
刷新,-11.129206725947613
老娘,-11.129206725947613
不关,-11.129206725947613
嚷,-11.129206725947613
玉林,-11.129206725947613
餐员送,-11.129206725947613
这钱,-11.129206725947613
没酱,-11.129206725947613
没肉,-11.129206725947613
半只,-11.129206725947613
很气,-11.129206725947613
人送餐,-11.129206725947613
混沌,-11.129206725947613
放大镜,-11.129206725947613
没盐,-11.129206725947613
崔,-11.129206725947613
一大堆,-11.129206725947613
广味,-11.129206725947613
俞府,-11.129206725947613
一度,-11.129206725947613
贼,-11.129206725947611
两双,-11.129206725947611
一盒,-11.129206725947611
大白菜,-11.129206725947611
很辣,-11.129206725947611
皮厚,-11.129206725947611
嘴,-11.129206725947611
同学,-11.129206725947611
令人,-11.129206725947611
变小,-11.129206725947611
九点,-11.129206725947611
第一口,-11.129206725947611
不减,-11.129206725947611
一分,-11.129206725947611
几年,-11.129206725947611
它,-11.129206725947611
点评,-11.129206725947611
超辣,-11.129206725947611
多收,-11.129206725947611
中医,-11.129206725947611
挂断,-11.129206725947611
过头,-11.129206725947611
从来不,-11.129206725947611
全倒,-11.129206725947611
相差,-11.129206725947611
大厦,-11.129206725947611
四十,-11.129206725947611
几位,-11.129206725947611
苦苦,-11.129206725947611
餐送,-11.129206725947611
现磨,-11.129206725947611
坑害,-11.129206725947611
信誉,-11.129206725947611
不高,-11.129206725947611
收货,-11.129206725947611
见过,-11.129206725947611
点半下,-11.129206725947611
点半定,-11.129206725947611
四,-11.129206725947611
华而不实,-11.129206725947611
分才,-11.129206725947611
酸味,-11.129206725947611
那边,-11.129206725947611
无法忍受,-11.129206725947611
酸菜鱼,-11.129206725947611
吃完饭,-11.129206725947611
一吃,-11.129206725947611
全无,-11.129206725947611
分不清,-11.129206725947611
说谎,-11.129206725947611
取出,-11.129206725947611
只装,-11.129206725947611
周六,-11.129206725947611
缩水,-11.129206725947611
雪梨,-11.129206725947611
时蔬,-11.129206725947611
满地,-11.129206725947611
无法形容,-11.129206725947611
同志,-11.129206725947611
糠,-11.129206725947611
.....,-11.12920672594761
前,-11.12920672594761
烤肠,-11.12920672594761
臭味,-11.129206725947608
白菜,-11.129206725947608
错误,-11.129206725947608
之,-11.129206725947608
门店,-11.129206725947608
不看,-11.129206725947608
没放,-11.129206725947608
80,-11.129206725947608
冲,-11.129206725947608
狗,-11.129206725947608
全部都是,-11.129206725947608
艹,-11.129206725947608
日,-11.129206725947608
蟑螂,-11.129206725947608
没收,-11.129206725947608
不带,-11.129206725947608
22,-11.129206725947608
层,-11.129206725947608
差远了,-11.129206725947608
大爷,-11.129206725947608
从没,-11.129206725947608
更慢,-11.129206725947608
炒饼,-11.129206725947608
不上,-11.129206725947608
吐槽,-11.129206725947608
%,-11.129206725947608
摩卡,-11.129206725947608
牛肉汤,-11.129206725947608
仍,-11.129206725947606
更改,-11.129206725947606
炝,-11.129206725947606
毛线,-11.129206725947606
洋葱,-11.129206725947606
家订,-11.129206725947606
占,-11.129206725947606
在乎,-11.129206725947606
笑,-11.129206725947606
纪录,-11.129206725947606
减,-11.129206725947606
卖点,-11.129206725947606
强烈建议,-11.129206725947606
裂开,-11.129206725947606
爆,-11.129206725947606
格子,-11.129206725947606
懒,-11.129206725947606
一张,-11.129206725947606
妥妥,-11.129206725947606
缺少,-11.129206725947606
59,-11.129206725947606
面太,-11.129206725947606
路边摊,-11.129206725947606
业界,-11.129206725947606
略贵,-11.129206725947606
蜂蜜,-11.129206725947606
其中,-11.129206725947606
留着,-11.129206725947606
两盒,-11.129206725947606
sb,-11.129206725947606
边上,-11.129206725947606
胃疼,-11.129206725947606
下文,-11.129206725947606
丢掉,-11.129206725947606
拿走,-11.129206725947606
TM,-11.129206725947606
硌,-11.129206725947606
多难,-11.129206725947606
各位,-11.129206725947606
无论,-11.129206725947606
很早,-11.129206725947606
tm,-11.129206725947606
只会,-11.129206725947606
真受不了,-11.129206725947606
浇,-11.129206725947606
变质,-11.129206725947606
真他妈,-11.129206725947606
哪家,-11.129206725947606
虾肉,-11.129206725947606
拒接,-11.129206725947606
烩,-11.129206725947606
吓人,-11.129206725947606
水饺,-11.129206725947606
身边,-11.129206725947606
惊,-11.129206725947606
耳朵,-11.129206725947606
那里,-11.129206725947606
她家,-11.129206725947606
方式,-11.129206725947606
虽说,-11.129206725947606
记录,-11.129206725947606
空,-11.129206725947606
鱼香茄子,-11.129206725947606
太能,-11.129206725947606
金牌,-11.129206725947606
油里,-11.129206725947606
三杯,-11.129206725947606
东南西北,-11.129206725947606
脱脂奶,-11.129206725947606
寿司,-11.129206725947606
蒜苔,-11.129206725947606
还花,-11.129206725947606
一地,-11.129206725947606
却说,-11.129206725947606
太脏,-11.129206725947606
以,-11.129206725947606
装菜,-11.129206725947606
其余,-11.129206725947606
肝尖,-11.129206725947606
没醋,-11.129206725947606
版,-11.129206725947606
随意,-11.129206725947606
小盒,-11.129206725947606
44,-11.129206725947606
蕨菜,-11.129206725947606
哪有,-11.129206725947606
八宝菜,-11.129206725947604
总言,-11.129206725947604
股怪,-11.129206725947604
喇破,-11.129206725947604
流血,-11.129206725947604
[,-11.129206725947604
地形,-11.129206725947604
时面,-11.129206725947604
裹,-11.129206725947604
从订,-11.129206725947604
心,-11.129206725947604
电动车,-11.129206725947604
炼乳,-11.129206725947604
碟,-11.129206725947604
现蒸,-11.129206725947604
补偿,-11.129206725947604
催促,-11.129206725947604
配不上,-11.129206725947604
喂,-11.129206725947604
没醋味,-11.129206725947604
废要,-11.129206725947604
KFC,-11.129206725947604
眼里,-11.129206725947604
仙境,-11.129206725947604
帝都,-11.129206725947604
迷失,-11.129206725947604
笑一笑,-11.129206725947604
楼梯口,-11.129206725947604
赶下去,-11.129206725947604
隐藏,-11.129206725947604
数字,-11.129206725947604
177xxxx0056,-11.129206725947604
强烈不满,-11.129206725947604
不黑,-11.129206725947604
种田,-11.129206725947604
丢人,-11.129206725947604
后会无期,-11.129206725947604
肉太肥,-11.129206725947604
蛋壳,-11.129206725947604
教,-11.129206725947604
销量,-11.129206725947604
做得慢,-11.129206725947604
五十八,-11.129206725947604
盖浇饭,-11.129206725947604
丢单,-11.129206725947604
第三方,-11.129206725947604
硬得,-11.129206725947604
米法,-11.129206725947604
主打,-11.129206725947604
不见,-11.129206725947604
分青,-11.129206725947604
丁儿,-11.129206725947604
分肉,-11.129206725947604
无以复加,-11.129206725947604
蹲,-11.129206725947604
食物中毒,-11.129206725947604
一上午,-11.129206725947604
准入,-11.129206725947604
腐臭,-11.129206725947604
111,-11.129206725947604
不开,-11.129206725947604
不愿,-11.129206725947604
还超,-11.129206725947604
浪费资源,-11.129206725947604
研发,-11.129206725947604
太大颗,-11.129206725947604
硬不嫩,-11.129206725947604
太柴,-11.129206725947604
第二口,-11.129206725947604
操,-11.129206725947604
肉多量,-11.129206725947604
酱太少,-11.129206725947604
没放酱,-11.129206725947604
北门,-11.129206725947604
心思,-11.129206725947604
咬一口,-11.129206725947604
手感,-11.129206725947604
后尝,-11.129206725947604
只值,-11.129206725947604
天天向上,-11.129206725947604
河北,-11.129206725947604
败给,-11.129206725947604
110,-11.129206725947604
不忍心,-11.129206725947604
市场,-11.129206725947604
点半到,-11.129206725947604
不饿,-11.129206725947604
可有,-11.129206725947604
奇,-11.129206725947604
罪受,-11.129206725947604
但肉,-11.129206725947604
不禁,-11.129206725947604
资金,-11.129206725947604
联想,-11.129206725947604
大气,-11.129206725947604
辜负,-11.129206725947604
辩护,-11.129206725947604
大名,-11.129206725947604
肉不香,-11.129206725947604
错误行为,-11.129206725947604
肉上,-11.129206725947604
一半多,-11.129206725947604
饼略,-11.129206725947604
口吻,-11.129206725947604
命令,-11.129206725947604
打碎,-11.129206725947604
真要,-11.129206725947604
惩罚,-11.129206725947604
游戏,-11.129206725947604
当饭,-11.129206725947604
吭声,-11.129206725947604
可掉,-11.129206725947604
皮全,-11.129206725947604
计划,-11.129206725947604
柴死,-11.129206725947604
俺村,-11.129206725947604
豆干里,-11.129206725947604
餐员太差,-11.129206725947604
过慢,-11.129206725947604
吃成,-11.129206725947604
产生,-11.129206725947604
闷软,-11.129206725947604
令人作呕,-11.129206725947604
圣母,-11.129206725947604
没喝,-11.129206725947604
请假,-11.129206725947604
烟,-11.129206725947604
搞个,-11.129206725947604
叼,-11.129206725947604
互联网,-11.129206725947604
呸,-11.129206725947604
倍,-11.129206725947604
摊个,-11.129206725947604
事要,-11.129206725947604
绝壁,-11.129206725947604
外撒,-11.129206725947604
上留,-11.129206725947604
但少,-11.129206725947604
吹,-11.129206725947604
一星半点,-11.129206725947604
哇塞,-11.129206725947604
冒菜,-11.129206725947604
巨麻,-11.129206725947604
板筋,-11.129206725947604
阻挡,-11.129206725947604
鸭子,-11.129206725947604
87,-11.129206725947604
赶到,-11.129206725947604
实实在在,-11.129206725947604
好过,-11.129206725947604
全托,-11.129206725947604
全身,-11.129206725947604
骨汤,-11.129206725947604
玉米粒,-11.129206725947604
蛋饼,-11.129206725947604
蛋太生,-11.129206725947604
这石锅,-11.129206725947604
扮拌,-11.129206725947604
一克,-11.129206725947604
没法子,-11.129206725947604
毫无,-11.129206725947604
炒猫,-11.129206725947604
有味,-11.129206725947604
巨咸,-11.129206725947604
醋放多,-11.129206725947604
合计,-11.129206725947604
碎渣,-11.129206725947604
水少,-11.129206725947604
法式,-11.129206725947604
闺蜜,-11.129206725947604
平日,-11.129206725947604
合利屋,-11.129206725947604
巨小,-11.129206725947604
热得,-11.129206725947604
跩,-11.129206725947604
一角,-11.129206725947604
太湿,-11.129206725947604
批萨凉,-11.129206725947604
安粒数,-11.129206725947604
蝴蝶,-11.129206725947604
小作坊,-11.129206725947604
怪难吃,-11.129206725947604
捧,-11.129206725947604
′,-11.129206725947604
给你个,-11.129206725947604
算上,-11.129206725947604
‵,-11.129206725947604
放菜,-11.129206725947604
自个儿,-11.129206725947604
千岛,-11.129206725947604
三笑,-11.129206725947604
四包,-11.129206725947604
哎服,-11.129206725947604
时多,-11.129206725947604
东坡肉,-11.129206725947604
弄个,-11.129206725947604
点弄个,-11.129206725947604
丁要,-11.129206725947604
放葱,-11.129206725947604
柠香,-11.129206725947604
丁放,-11.129206725947604
個,-11.129206725947604
壞,-11.129206725947604
餸,-11.129206725947604
脖少,-11.129206725947604
绝味,-11.129206725947604
南非,-11.129206725947604
脐橙,-11.129206725947604
剥开,-11.129206725947604
掺,-11.129206725947604
眼科,-11.129206725947604
折,-11.129206725947604
免单,-11.129206725947604
啥子,-11.129206725947604
得莫利,-11.129206725947604
鱼鳃,-11.129206725947604
炖鱼,-11.129206725947604
身为,-11.129206725947604
大梁,-11.129206725947604
对金手,-11.129206725947604
青斑,-11.129206725947604
一点钟,-11.129206725947604
一锤子买卖,-11.129206725947604
不酸,-11.129206725947604
差极,-11.129206725947604
欺人太甚,-11.129206725947604
元算,-11.129206725947604
放油,-11.129206725947604
选完,-11.129206725947604
实用性,-11.129206725947604
不折离,-11.129206725947604
底全,-11.129206725947604
一口咬定,-11.129206725947604
凉茶,-11.129206725947604
真叫,-11.129206725947604
职工食堂,-11.129206725947604
总在,-11.129206725947604
质问,-11.129206725947604
包粉,-11.129206725947604
渣儿,-11.129206725947604
救,-11.129206725947604
混合,-11.129206725947604
膻气,-11.129206725947604
炖牛肉,-11.129206725947604
提着,-11.129206725947604
好几家,-11.129206725947604
八次,-11.129206725947604
长见识,-11.129206725947604
体感,-11.129206725947604
星水乐,-11.129206725947604
时才,-11.129206725947604
拉倒,-11.129206725947604
全泡,-11.129206725947604
货比,-11.129206725947604
货得,-11.129206725947604
人比人,-11.129206725947604
帕尼尼,-11.129206725947604
四杯,-11.129206725947604
从今以后,-11.129206725947604
大坨,-11.129206725947604
鞠躬,-11.129206725947604
訂單,-11.129206725947604
安检,-11.129206725947604
百荣,-11.129206725947604
南站,-11.129206725947604
三百,-11.129206725947604
饭太差,-11.129206725947604
肉块加,-11.129206725947604
餐有,-11.129206725947604
外星人,-11.129206725947604
没动,-11.129206725947604
歪七扭八,-11.129206725947604
杯用,-11.129206725947604
植物,-11.129206725947604
冰袋,-11.129206725947604
学校食堂,-11.129206725947604
慢过,-11.129206725947604
吃贵,-11.129206725947604
肉酸,-11.129206725947604
关业,-11.129206725947604
坏掉,-11.129206725947604
规定,-11.129206725947604
跑腿儿,-11.129206725947604
发腻,-11.129206725947604
白写,-11.129206725947604
泡饼,-11.129206725947604
轮,-11.129206725947604
粒儿,-11.129206725947604
仔饭,-11.129206725947604
钵,-11.129206725947604
冬瓜汤,-11.129206725947604
说少辣,-11.129206725947604
熘肝尖,-11.129206725947604
配错,-11.129206725947604
給,-11.129206725947604
尽职尽责,-11.129206725947604
干瘪,-11.129206725947604
长送餐,-11.129206725947604
量大送,-11.129206725947604
股骚味,-11.129206725947604
桂鱼,-11.129206725947604
荷塘,-11.129206725947604
微麻,-11.129206725947604
超麻,-11.129206725947604
海螺,-11.129206725947604
写多要,-11.129206725947604
该脆,-11.129206725947604
踩,-11.129206725947604
送享,-11.129206725947604
股药,-11.129206725947604
穿,-11.129206725947604
一到,-11.129206725947604
任何借口,-11.129206725947604
做饭吃,-11.129206725947604
牲口,-11.129206725947604
闷坏,-11.129206725947604
说量,-11.129206725947604
强行,-11.129206725947604
极低,-11.129206725947604
晕菜,-11.129206725947604
顺口,-11.129206725947604
贵宾卡,-11.129206725947604
用丽华,-11.129206725947604
过季,-11.129206725947604
不论,-11.129206725947604
或官,-11.129206725947604
略素,-11.129206725947604
人订,-11.129206725947604
第一餐,-11.129206725947604
最旺,-11.129206725947604
慢订,-11.129206725947604
人气,-11.129206725947604
变化,-11.129206725947604
表示歉意,-11.129206725947604
半素,-11.129206725947604
字样,-11.129206725947604
变贵菜,-11.129206725947604
刚定,-11.129206725947604
盛满,-11.129206725947604
大包,-11.129206725947604
小宝宝,-11.129206725947604
个牙,-11.129206725947604
枣核,-11.129206725947604
居民楼,-11.129206725947604
这开,-11.129206725947604
炒肉量,-11.129206725947604
滑蛋,-11.129206725947604
满处,-11.129206725947604
好远,-11.129206725947604
展会,-11.129206725947604
跑出去,-11.129206725947604
卤子,-11.129206725947604
中学,-11.129206725947604
好脏,-11.129206725947604
修车,-11.129206725947604
义无反顾,-11.129206725947604
有失,-11.129206725947604
水瓶,-11.129206725947604
巨太大,-11.129206725947604
丁太,-11.129206725947604
定单,-11.129206725947604
蜀,-11.129206725947604
湘,-11.129206725947604
不酸不甜,-11.129206725947604
想不出,-11.129206725947604
涩,-11.129206725947604
胡,-11.129206725947604
油死,-11.129206725947604
很次,-11.129206725947604
但米,-11.129206725947604
107,-11.129206725947604
牛腩饭,-11.129206725947604
拒绝,-11.129206725947604
查不到,-11.129206725947604
特次,-11.129206725947604
吖,-11.129206725947604
总订,-11.129206725947604
多远,-11.129206725947604
保质期,-11.129206725947604
订哟,-11.129206725947604
假话,-11.129206725947604
咒,-11.129206725947604
地说,-11.129206725947604
正经,-11.129206725947604
脆骨,-11.129206725947604
绝望,-11.129206725947604
很松,-11.129206725947604
